,time,site
32585,2022-09-26,uke2206-07200
105196,2021-10-11,ukk3101-26560
47553,2020-09-13,ukj2201-14550
76623,2022-07-21,ukk3106-32400
38245,2020-04-06,ukj3308-17100
34345,2022-11-23,ukd5300-41200
54319,2021-04-04,ukk3104-33360
80942,2022-09-29,ukk3101-26900
99421,2022-06-21,ukd5300-41300
33900,2022-11-08,ukc2102-03800
19973,2021-09-16,ukc1404-05700
21719,2021-11-02,ukk2201-18750
79563,2022-09-09,ukd4305-43260
105157,2021-10-04,ukk3103-29400
107082,2022-11-08,ukk3104-32700
53966,2021-03-27,ukk4301-21800
28775,2022-07-07,ukj4209-11950
22552,2021-12-09,ukj4209-11975
77462,2022-08-06,ukj2100-14900
24970,2022-03-25,ukk4200-24500
55356,2021-04-19,ukk3106-28200
63499,2021-09-11,ukc1101-06000
22630,2021-12-15,ukk2204-19800
96323,2021-11-25,ukk3104-33650
57886,2021-05-29,ukk3104-32550
45880,2020-08-10,ukk3105-31250
2012,2020-03-30,ukc2101-04250
85367,2020-03-12,ukj2204-13900
99698,2022-07-13,ukk2101-19060
31895,2022-09-10,ukj4210-12350
12728,2021-03-17,ukk2204-19800
40864,2020-05-14,ukk3106-32150
58953,2021-06-15,ukj2205-14200
4295,2020-05-13,ukj4210-12450
59362,2021-06-23,ukk3102-28700
60157,2021-07-08,ukk3106-32200
75190,2022-07-01,ukd5400-40750
92101,2021-04-27,ukd1102-44300
79040,2022-09-01,ukc1101-06100
49855,2020-11-09,ukh3100-11800
24282,2022-03-10,ukk4200-24500
65867,2021-10-24,ukk3104-32800
19017,2021-08-22,ukk3101-27000
19854,2021-09-11,ukk4305-24900
5586,2020-06-11,ukk3105-30500
69190,2022-03-04,ukh1304-09850
58848,2021-06-13,ukk3103-30000
52865,2021-03-07,ukj2100-15000
15324,2021-05-16,ukh1304-09900
97890,2022-03-18,ukk4304-34300
30779,2022-08-17,ukk2201-18800
83620,2022-11-30,ukd4305-43550
88202,2020-09-08,ukj3308-17000
4746,2020-05-23,ukh1305-10310
31351,2022-08-29,ukj2201-14500
112784,2020-05-17,ukk3101-26520
107554,2022-12-15,ukk4304-34100
91944,2021-04-19,ukk3105-30600
22346,2021-11-29,ukj4208-13800
22579,2021-12-12,ukh3100-11830
2757,2020-04-14,ukd1103-45600
419,2020-01-29,ukj2205-14300
84913,2020-02-04,ukk3104-33700
82014,2022-10-18,ukj2205-14200
73266,2022-05-24,ukk4306-22700
19946,2021-09-15,ukh3100-11830
37561,2020-03-27,ukk2205-20970
84312,2022-12-20,ukk4304-34450
83634,2022-11-30,uke2206-07400
79685,2022-09-11,ukd4305-43260
57606,2021-05-24,ukk2206-20900
75210,2022-07-01,ukk3103-29900
57187,2021-05-17,ukk3104-33600
110425,2020-06-05,ukk4200-23400
94797,2021-09-23,ukk2101-19100
37514,2020-03-27,ukh3311-11350
93127,2021-06-28,ukk1202-35800
58609,2021-06-08,ukk3105-30400
49100,2020-10-13,ukk2204-20000
75970,2022-07-13,uke1200-08600
50827,2020-12-30,ukk2205-21300
107105,2022-11-10,ukk2101-19060
37455,2020-03-25,ukk3106-32340
64025,2021-09-19,ukk3103-30000
56080,2021-04-29,ukk3106-32330
57380,2021-05-19,ukk4200-24000
56593,2021-05-07,ukk3102-28500
95400,2021-10-16,ukk3103-29501
52547,2021-02-27,ukj2407-15400
3132,2020-04-21,ukj2402-15800
42709,2020-06-16,ukk3105-30800
104611,2021-03-30,ukk4100-26500
15374,2021-05-16,ukk4200-24500
70165,2022-03-20,ukc2300-05600
14716,2021-05-03,ukf3102-09600
32659,2022-09-28,ukh1304-09900
79933,2022-09-14,ukk3106-27500
67038,2021-11-22,ukk4301-21900
43470,2020-07-01,ukk3106-27200
101125,2022-10-06,ukk4301-21600
55404,2021-04-21,uke1200-08800
80289,2022-09-19,ukk4304-34450
46550,2020-08-24,ukh3306-11750
5826,2020-06-16,ukk3105-30700
4235,2020-05-12,ukk3105-31250
51397,2021-01-24,ukk3106-27700
71078,2022-04-09,ukk4200-24000
83732,2022-12-03,ukk3105-31200
7488,2020-07-31,ukc2102-03600
29858,2022-07-30,ukj3400-18000
60446,2021-07-16,ukk3104-32800
104723,2021-05-02,ukd1103-44800
25949,2022-04-26,ukj3305-16700
57237,2021-05-18,ukj2100-14900
12745,2021-03-19,ukh1305-10200
26311,2022-05-07,ukd4312-42800
1921,2020-03-27,ukk2206-20600
75837,2022-07-11,ukd4200-42500
110397,2022-09-06,uke1301-09000
27617,2022-06-10,uke1301-09000
65474,2021-10-15,ukh3311-11700
19882,2021-09-13,ukj3400-18400
5439,2020-06-07,ukj2201-14400
23207,2022-01-22,ukc2102-03600
24675,2022-03-19,ukj4210-12660
73945,2022-06-06,ukk3103-29501
34137,2022-11-15,ukk2102-19350
108901,2022-11-23,ukk3103-29500
42935,2020-06-21,ukk3106-32400
102966,2020-05-12,ukk3105-30600
20193,2021-09-21,ukc1404-05900
31132,2022-08-25,ukk3105-31000
2634,2020-04-11,ukh1303-10650
47618,2020-09-14,ukd5400-40750
29523,2022-07-20,ukj4202-12150
38656,2020-04-13,ukh3100-11780
110573,2020-01-18,ukk3105-30600
98891,2022-05-14,ukk4200-23200
60467,2021-07-16,ukk3106-28100
6007,2020-06-21,ukk3104-32900
52369,2021-02-23,ukk4304-34600
62240,2021-08-14,ukh1305-10300
67475,2021-12-09,ukj4210-12600
94837,2021-09-24,ukk4304-34000
24527,2022-03-17,ukc2204-05400
90964,2021-02-23,ukk3101-26600
87019,2020-07-01,ukk3101-26800
25626,2022-04-19,ukd5400-41000
8990,2020-09-13,ukk2102-19350
29436,2022-07-18,ukk4200-23900
81171,2022-10-05,ukh1303-10400
14873,2021-05-06,uke1301-09020
46892,2020-08-30,ukd4312-42800
51039,2021-01-09,ukk2205-21200
727,2020-02-26,ukc1404-05800
2595,2020-04-09,ukk4304-34800
12917,2021-03-22,ukj3400-17850
84351,2022-12-24,ukj4210-12300
46348,2020-08-21,ukj2202-14150
68061,2022-01-14,ukk3106-28200
103568,2020-10-04,ukk3105-31300
19870,2021-09-13,uke1200-08700
10834,2020-12-17,ukh1304-09800
80901,2022-09-28,ukk2201-18700
46853,2020-08-29,ukk2102-19450
100009,2022-08-05,ukk3106-27300
17879,2021-07-20,ukf3102-09700
88178,2020-09-06,ukk4305-26200
4613,2020-05-19,ukk3106-32300
49505,2020-10-26,ukk3106-27600
79854,2022-09-13,ukk2201-18700
56568,2021-05-06,ukk4200-24500
18751,2021-08-10,ukk3106-27900
63004,2021-09-01,ukd1101-46100
36072,2020-02-29,ukc1202-06500
46088,2020-08-12,ukk4305-26300
108886,2022-11-20,ukk3103-29500
108108,2021-01-01,ukj3100-16500
2586,2020-04-09,ukk4200-23900
89338,2020-11-02,ukj2201-14550
76853,2022-07-28,ukk3102-31600
74800,2022-06-21,ukk3106-32310
54685,2021-04-11,ukh1303-10400
16040,2021-06-01,ukk3106-28000
38374,2020-04-08,ukh1304-09850
70601,2022-03-27,ukj2402-15600
111899,2021-06-15,ukk4306-22800
104760,2021-05-27,ukc2104-04300
1342,2020-03-14,ukh3311-11550
22110,2021-11-19,ukj4210-12450
59372,2021-06-23,ukk3103-29500
95076,2021-10-04,ukk3102-32000
8370,2020-08-26,ukh1304-09900
35765,2020-02-06,ukk1202-35900
79733,2022-09-11,ukk3101-26900
59283,2021-06-22,ukj4208-13600
55369,2021-04-19,ukk4200-24000
20903,2021-10-10,ukh1303-10500
3515,2020-04-29,ukc2102-03900
106253,2022-03-25,ukk3104-33600
59302,2021-06-23,ukd1102-44200
12874,2021-03-22,ukc2204-05400
84906,2020-02-04,ukk3101-26520
5055,2020-05-28,ukj2403-15900
106402,2022-04-22,ukk3102-31800
75003,2022-06-25,uke1200-08300
29008,2022-07-11,ukk3105-31450
99071,2022-05-29,ukd1102-44400
108267,2021-09-06,ukk3104-33500
43384,2020-06-28,ukk3106-32340
8675,2020-09-04,ukk3105-31100
39140,2020-04-19,ukk3105-30750
80990,2022-09-29,ukk4304-34500
5200,2020-05-31,ukf3102-09400
69176,2022-02-27,ukj4208-13600
36589,2020-03-08,ukk3106-32340
18555,2021-08-06,ukj4210-12350
44806,2020-07-25,ukj2201-14550
59864,2021-07-01,ukk3106-32310
71648,2022-04-21,ukk4301-22300
31,2020-01-04,ukj4209-11950
16897,2021-06-21,ukk4307-33800
96825,2022-01-12,ukk3106-27400
73496,2022-05-29,ukk4301-21800
9842,2020-10-10,ukj4209-11975
79359,2022-09-06,ukk2204-19600
24277,2022-03-10,ukk3106-32100
35933,2020-02-13,ukj2201-14400
101756,2022-11-14,ukh3311-11600
69706,2022-03-12,ukj2407-15400
51786,2021-02-08,ukc1202-06600
46238,2020-08-17,ukk2206-20900
95679,2021-10-31,ukk2204-19900
66620,2021-11-10,ukk3106-32310
100367,2022-09-01,uke1200-08800
58488,2021-06-07,ukh3311-11250
113084,2020-12-17,ukk4306-23000
99296,2022-06-10,ukk2302-35600
52888,2021-03-07,ukj3400-18300
76984,2022-07-30,ukk2206-20300
21041,2021-10-13,ukh1305-10310
64284,2021-09-23,ukj3400-18350
98471,2022-04-19,ukk4100-26500
84340,2022-12-24,ukh3311-11500
33412,2022-10-18,ukc2204-05400
64471,2021-09-26,ukk2305-35200
64470,2021-09-26,ukk2305-35000
85877,2020-04-09,ukk2201-17300
54152,2021-03-30,ukk4305-25600
29882,2022-07-31,ukc2104-04280
66300,2021-11-02,ukj3400-17600
3023,2020-04-19,uke1301-09000
101606,2022-11-08,ukk3101-27000
32447,2022-09-23,ukj2402-15800
15734,2021-05-24,ukk4305-24700
20992,2021-10-11,ukk3105-31000
48702,2020-10-06,ukk2102-19400
95438,2021-10-20,ukh3311-11600
27972,2022-06-17,ukf3102-09400
58605,2021-06-08,ukk3104-33500
6727,2020-07-10,ukc1101-06200
111702,2021-08-09,ukj4210-12450
33521,2022-10-20,ukj4209-12000
21275,2021-10-21,ukc2101-04200
106829,2022-09-16,ukk3104-32550
60220,2021-07-13,uke2206-07400
79183,2022-09-03,ukh1304-09850
62001,2021-08-10,ukk3104-33100
109259,2021-05-16,ukk4306-22400
65963,2021-10-28,ukh3311-11250
109665,2022-08-29,ukj4210-12350
30764,2022-08-17,ukd5300-41200
52955,2021-03-08,ukk3103-29800
68031,2022-01-14,ukk2102-19450
107267,2022-11-23,ukd1102-44300
68704,2022-02-07,ukj2100-15000
46285,2020-08-17,ukk3106-27100
91566,2021-03-30,ukk3104-33400
37869,2020-04-01,ukh3311-11350
19070,2021-08-24,uke2206-06800
10294,2020-11-02,ukc1101-06200
88580,2020-09-24,ukk3102-32000
19772,2021-09-10,ukj2202-14100
5640,2020-06-13,ukd5300-41200
98218,2022-04-07,ukk3102-28700
21605,2021-10-31,ukc2102-03900
89321,2020-10-28,ukj4208-13400
46972,2020-08-31,ukh3100-11902
3323,2020-04-24,ukk4200-24300
30817,2022-08-17,ukk4200-23600
22817,2022-01-04,ukk2204-19800
382,2020-01-27,ukj4208-13800
78711,2022-08-27,uke2206-07400
13757,2021-04-13,ukj4204-13100
72345,2022-05-04,ukk3103-29800
30014,2022-08-02,ukk2201-18800
45376,2020-08-02,ukk3105-30800
34604,2022-12-09,ukh1305-10200
1114,2020-03-05,ukk4305-25300
28664,2022-07-05,uke1200-08900
10898,2020-12-20,ukk3106-32300
6252,2020-06-25,ukj3400-18300
86761,2020-06-08,ukk1202-35800
68074,2022-01-14,ukk4305-25500
35207,2020-01-15,ukc1202-06700
79670,2022-09-11,ukc2102-03700
27196,2022-05-31,ukj4202-12200
89596,2020-11-10,ukk3106-28400
38295,2020-04-07,ukd1102-44200
52235,2021-02-18,ukk3106-32500
22600,2021-12-15,ukc1404-05800
73588,2022-05-31,ukk2102-19200
3567,2020-04-29,ukk3105-31400
103316,2020-09-08,ukj2401-15100
86923,2020-06-23,uke1200-08800
43772,2020-07-08,ukd4200-42500
63699,2021-09-14,ukd4200-42300
83792,2022-12-07,ukk1202-36000
86399,2020-05-07,ukk3106-27300
50868,2020-12-30,ukk4307-33900
88885,2020-10-06,ukk2205-21500
2252,2020-04-03,ukj4209-12000
46913,2020-08-30,ukk3103-29800
15979,2021-05-31,ukj3400-17500
63905,2021-09-18,ukc1101-06000
68043,2022-01-14,ukk2305-35000
58786,2021-06-13,uke1200-08100
72365,2022-05-04,ukk3106-27700
96034,2021-11-13,ukk3106-28300
68103,2022-01-17,ukk3105-30200
62909,2021-08-30,ukk3102-31600
95691,2021-10-31,ukk3102-28700
88089,2020-09-04,ukk3106-27100
28633,2022-07-03,ukk4200-24100
2070,2020-03-30,ukk3106-32100
53021,2021-03-09,ukj2100-14900
76544,2022-07-20,ukk2206-20400
69292,2022-03-05,ukk3102-31700
105802,2022-01-17,ukk3103-29501
79252,2022-09-04,ukk3105-30750
7286,2020-07-25,ukj2201-14400
24200,2022-03-09,ukj4202-12100
106527,2022-05-12,ukk3105-30600
55032,2021-04-16,ukc1202-06600
69501,2022-03-09,ukh3100-11850
69652,2022-03-10,ukk4306-22600
38712,2020-04-14,uke2206-07400
22531,2021-12-09,ukh1305-10200
88591,2020-09-24,ukk3105-31450
83479,2022-11-25,ukk2206-20600
23360,2022-02-02,ukj4210-12700
29330,2022-07-17,ukj2204-14000
1106,2020-03-05,ukk4200-24500
22650,2021-12-15,ukk4307-33800
68441,2022-02-01,ukd4312-42800
60424,2021-07-16,ukk3101-26570
525,2020-02-06,ukc1202-06300
95255,2021-10-11,ukk3104-33700
72768,2022-05-16,uke2206-07300
48979,2020-10-11,ukk2204-19600
70428,2022-03-24,ukh1303-10600
100471,2022-09-06,ukk3101-26600
44550,2020-07-18,ukk4305-25500
88823,2020-10-04,ukd1103-44800
44089,2020-07-11,ukk4307-33900
72292,2022-05-04,uke2206-07300
69944,2022-03-15,ukk4301-22200
73110,2022-05-22,ukk3105-31350
9602,2020-10-03,ukj4202-12150
41450,2020-05-24,ukk3106-32150
47967,2020-09-20,ukh3100-11800
81567,2022-10-11,ukk3104-32750
76539,2022-07-20,ukk2205-21100
106883,2022-09-26,ukk3102-28550
100238,2022-08-24,ukh3311-11600
69840,2022-03-14,ukj4210-12850
21484,2021-10-28,ukh3100-11830
42051,2020-06-02,ukj2401-15300
43948,2020-07-10,ukj2100-14800
62376,2021-08-22,ukk2206-20500
46076,2020-08-12,ukk4301-22200
96722,2021-12-28,ukk3106-32330
91536,2021-03-29,ukj2401-15200
88384,2020-09-16,ukk3103-29900
25046,2022-03-28,ukk4304-34800
16798,2021-06-18,ukk4200-23200
57114,2021-05-16,ukk2201-17200
43463,2020-07-01,ukk3105-31000
2559,2020-04-09,ukk2201-18900
44348,2020-07-16,ukk3106-32150
43728,2020-07-07,ukh3311-11650
78344,2022-08-19,ukk4301-22200
30712,2022-08-14,ukj4202-12150
103609,2020-10-08,ukj3307-16400
18442,2021-08-04,ukc1404-05800
102489,2022-12-20,ukc2300-05500
8700,2020-09-05,ukh1407-10830
54476,2021-04-06,ukk4301-22200
54344,2021-04-04,ukk3106-32320
4863,2020-05-24,ukk4200-23600
37893,2020-04-01,ukj3400-17600
26341,2022-05-08,ukf3102-09400
42889,2020-06-21,ukk3102-31700
87385,2020-07-25,ukj2204-13900
29316,2022-07-17,ukh1305-10200
6712,2020-07-08,ukk3106-28000
23024,2022-01-17,ukk3106-32300
80734,2022-09-26,ukk2204-20000
33007,2022-10-08,ukh1304-09900
21111,2021-10-14,ukk4304-34800
69215,2022-03-04,ukj4210-12400
81186,2022-10-05,ukh3311-11500
6079,2020-06-22,ukj4210-12660
42412,2020-06-13,ukc2203-04900
97798,2022-03-15,ukk3104-33200
65049,2021-10-08,ukc1101-06000
86480,2020-05-14,ukk3101-26600
5279,2020-06-01,ukd4303-41900
72385,2022-05-04,ukk4301-22200
16387,2021-06-08,ukd4303-41900
88006,2020-09-01,uke1200-08100
97184,2022-02-03,ukk3102-28700
55461,2021-04-21,ukk2101-19000
88907,2020-10-06,ukk3106-27100
94904,2021-09-26,ukk4200-24300
74027,2022-06-08,ukd1103-44800
105526,2021-11-23,ukk3105-30700
83832,2022-12-08,ukk3102-31600
105561,2021-11-25,ukk4304-34410
16662,2021-06-15,ukf3102-09100
66400,2021-11-04,ukj4204-13200
6932,2020-07-13,ukk3103-29000
65570,2021-10-16,ukk3105-30300
74078,2022-06-08,ukk2305-35000
33543,2022-10-23,uke2206-07000
68162,2022-01-19,ukc2102-03700
11965,2021-02-18,ukk3106-32100
103723,2020-10-26,ukk3104-32750
107602,2022-12-20,ukk4304-34410
110855,2022-07-15,ukk4305-24700
26016,2022-04-28,ukh1305-10125
65709,2021-10-21,ukk3102-31650
113005,2022-09-15,ukj2100-14800
33634,2022-10-25,ukj4209-11975
107488,2022-12-10,ukk3101-26600
95538,2021-10-23,ukk2302-35600
35826,2020-02-11,ukh3311-11300
15928,2021-05-31,ukc1404-05900
12229,2021-02-28,ukk3105-31100
2297,2020-04-04,uke2206-07700
72309,2022-05-04,ukk2204-19900
58334,2021-06-05,ukh3311-11600
48971,2020-10-11,ukk2102-19170
100433,2022-09-04,ukk3105-31400
70320,2022-03-22,ukj2402-15600
34751,2022-12-15,ukk2205-21500
104939,2021-09-06,ukk3101-26570
98447,2022-04-19,ukk2204-20100
112844,2020-12-04,ukj2100-14800
93220,2021-07-06,ukd1103-45200
34350,2022-11-23,ukk3104-33360
23213,2022-01-22,ukd1103-45600
6554,2020-07-05,ukj3400-18000
45825,2020-08-09,ukk4301-22300
111167,2022-04-21,ukk4200-23501
33085,2022-10-10,ukj4204-13000
81538,2022-10-11,ukk2205-21300
69372,2022-03-07,ukh3100-11904
26567,2022-05-16,ukc1101-06200
5699,2020-06-13,ukk4304-34600
110428,2020-06-05,ukk4306-22700
18192,2021-07-28,ukk3102-28600
87951,2020-08-29,ukj2100-14950
63027,2021-09-01,ukj3308-17100
95221,2021-10-11,ukd1102-44300
6997,2020-07-17,ukh1305-10200
51377,2021-01-24,ukk3102-31800
24560,2022-03-17,ukh3100-11770
23343,2022-02-02,ukj2204-14000
102714,2020-01-20,ukk3104-33200
12699,2021-03-17,ukj2100-14800
103402,2020-09-19,ukk3102-31600
40926,2020-05-17,ukd1103-45920
75740,2022-07-10,uke1200-08200
28146,2022-06-21,ukk3106-27900
71739,2022-04-24,ukc1404-05700
15062,2021-05-11,ukh1305-10150
20099,2021-09-18,ukj4209-11975
81256,2022-10-06,ukk2204-20000
70627,2022-03-27,ukk2102-19400
43954,2020-07-10,ukj2401-15200
53398,2021-03-17,ukk4301-22300
82569,2022-10-31,ukk4306-22600
30238,2022-08-06,ukj4202-12100
85416,2020-03-17,uke1200-07900
59414,2021-06-23,ukk4200-24000
2501,2020-04-08,ukj4204-13100
52573,2021-02-28,ukd1102-44200
100309,2022-08-27,ukk4305-24800
75787,2022-07-10,ukj3400-17700
84362,2022-12-27,ukc1202-06600
67493,2021-12-12,ukh3311-11250
86639,2020-05-27,ukd1103-45200
89013,2020-10-11,ukd1103-45200
71108,2022-04-11,ukc2300-05600
30761,2022-08-17,ukd1103-45600
41706,2020-05-29,ukc2203-04800
51761,2021-02-06,ukk3105-30300
61908,2021-08-09,ukj2402-15700
95242,2021-10-11,ukk3101-26530
112374,2022-11-22,ukj4208-13300
104804,2021-06-26,ukk3104-32600
33536,2022-10-23,ukc2204-05300
104114,2020-12-20,ukk4304-34700
35428,2020-01-20,ukk2305-35200
23502,2022-02-07,ukh1303-10350
37645,2020-03-28,ukk3106-27700
6024,2020-06-21,ukk3106-32500
8610,2020-09-01,ukc2204-05300
94657,2021-09-18,ukk4301-22100
77137,2022-08-02,ukd4305-43550
990,2020-03-04,ukh1303-10350
112008,2022-08-14,ukk4306-23000
46002,2020-08-12,ukk2206-20400
54507,2021-04-08,ukj2402-15600
106924,2022-10-01,ukk4305-25400
79636,2022-09-10,ukh3311-11300
97205,2022-02-03,ukk4301-22200
87927,2020-08-27,ukk3105-31400
10589,2020-11-12,ukj4202-12200
75039,2022-06-25,ukk2201-18700
68363,2022-01-27,ukd1103-45920
94862,2021-09-26,ukk2101-19050
22074,2021-11-19,ukf3102-09200
142,2020-01-12,ukj3400-18400
42445,2020-06-13,ukk2102-19190
6249,2020-06-25,ukj3400-17850
17812,2021-07-18,ukk2206-20600
110827,2022-01-14,ukk4200-23400
43900,2020-07-08,ukk4305-25800
30915,2022-08-19,ukk2201-18750
47908,2020-09-19,ukd1101-46100
36034,2020-02-26,ukk4301-21900
73252,2022-05-24,ukk4301-22300
81763,2022-10-14,ukk3104-33300
5493,2020-06-08,ukd1103-45600
111018,2022-04-26,ukk4200-23600
43844,2020-07-08,ukk3104-32750
8454,2020-08-27,ukk3103-29000
68413,2022-01-31,ukh3100-11850
88040,2020-09-01,ukk3106-27100
23821,2022-02-25,ukh1303-10350
95026,2021-10-01,ukk4305-26200
75571,2022-07-07,ukj2205-14200
59707,2021-06-28,ukk4301-21900
2655,2020-04-11,ukj2402-15800
67032,2021-11-22,ukk2206-20500
23753,2022-02-23,ukc2300-05500
64321,2021-09-24,ukd1101-46100
20420,2021-09-26,ukc2204-05300
113243,2020-10-04,ukk3101-26520
94755,2021-09-21,ukk4200-23800
23593,2022-02-10,ukj2205-14300
23416,2022-02-03,ukk3106-32500
1010,2020-03-04,ukj2202-14100
48900,2020-10-10,ukh1303-10400
95603,2021-10-28,ukj4208-13400
9950,2020-10-14,ukc2102-03900
92662,2021-05-29,ukk4301-21600
29571,2022-07-21,ukk3105-31100
75668,2022-07-08,ukk3103-30000
109778,2020-11-10,ukk4304-34400
44337,2020-07-16,ukk3105-31350
28010,2022-06-17,ukj4208-13500
34030,2022-11-12,ukh1304-09800
46834,2020-08-29,ukj2403-16000
4136,2020-05-09,ukk3106-27600
72883,2022-05-19,uke2206-07600
76079,2022-07-13,ukk4305-25000
11413,2021-01-24,ukk2204-19800
101841,2022-11-17,ukj2402-15500
52928,2021-03-08,ukd1101-46100
16519,2021-06-12,ukh3311-11100
21859,2021-11-09,ukh1305-10150
104870,2021-08-02,ukk4304-34700
56738,2021-05-11,ukj3308-17100
58893,2021-06-13,ukk4304-34000
40137,2020-05-04,uke2206-07400
56264,2021-05-02,ukk3105-31350
112237,2020-05-24,uke1301-09020
78937,2022-08-30,ukd4312-42800
47124,2020-09-04,ukd4200-42500
74887,2022-06-23,ukk1202-36000
101375,2022-10-20,ukj2203-14600
111977,2022-05-21,ukk4200-23300
83391,2022-11-23,ukd4200-42500
49055,2020-10-13,ukc1101-06100
93095,2021-06-25,ukk2201-17300
94244,2021-09-01,ukk4304-34000
91569,2021-03-30,ukk3105-30600
111175,2022-06-23,ukj3400-17600
2060,2020-03-30,ukk3104-32900
85563,2020-03-25,uke1200-07950
32578,2022-09-26,ukd5300-41200
20687,2021-10-04,ukc2104-04280
25127,2022-04-01,ukk2204-19800
33367,2022-10-16,ukk2205-20970
81719,2022-10-13,ukk4200-24600
90591,2021-01-29,ukk3103-29200
80223,2022-09-18,ukk4301-22200
66048,2021-10-29,ukk3103-29800
55596,2021-04-23,ukj2402-15680
62630,2021-08-25,ukk3106-32310
7853,2020-08-09,uke2206-07700
45624,2020-08-07,ukk2204-20100
89190,2020-10-16,ukk3103-29400
102156,2022-11-30,ukk3101-26700
101000,2022-09-29,ukd5300-41300
85271,2020-03-03,ukk3106-27400
63755,2021-09-15,ukh1406-11000
104613,2021-03-30,ukk4304-34700
79201,2022-09-03,ukj2201-14550
51401,2021-01-24,ukk3106-28300
106488,2022-05-02,ukc2104-04300
83864,2022-12-09,ukh1406-11000
80290,2022-09-19,ukk4304-34500
90316,2021-01-01,ukk4306-22400
15095,2021-05-11,ukj4208-13500
10669,2020-11-22,ukj2202-14100
20674,2021-10-03,ukk2201-18900
35271,2020-01-15,ukk3106-32100
61034,2021-07-26,ukd1103-44800
15455,2021-05-18,ukj4208-13800
70841,2022-04-02,ukk3106-28300
53043,2021-03-09,ukj4210-12850
65434,2021-10-14,ukk3105-30300
36920,2020-03-17,ukk2205-21000
5915,2020-06-20,uke2206-07100
81293,2022-10-06,ukk3104-33100
40915,2020-05-16,ukh3311-11650
81975,2022-10-18,ukc2203-04900
41109,2020-05-19,ukk3101-26700
80630,2022-09-24,ukk3106-28300
103049,2020-07-08,ukk4304-34400
89266,2020-10-26,ukk2204-20100
83516,2022-11-25,ukk4301-22200
1845,2020-03-27,ukc1404-05900
38255,2020-04-06,ukj4208-13700
21109,2021-10-14,ukk3106-32500
55051,2021-04-16,ukh1305-10000
77094,2022-08-01,ukh3311-11650
25003,2022-03-27,ukj3400-17500
77431,2022-08-05,ukk3106-32340
31319,2022-08-29,uke1301-09020
105049,2021-09-21,ukk3101-26560
67013,2021-11-22,ukj4210-12300
3533,2020-04-29,ukd5400-40900
48821,2020-10-08,ukk2102-19400
81121,2022-10-01,ukk3104-33500
86646,2020-05-27,ukk3106-27300
72105,2022-04-29,ukk2305-35000
84397,2022-12-27,ukh3311-11300
59297,2021-06-23,ukc1202-06700
16740,2021-06-18,ukc2104-04300
37348,2020-03-25,ukd1103-45920
65280,2021-10-11,ukk4200-23600
43638,2020-07-06,ukd4200-42600
